Gene,Non-unique Gene name,Annotation,GCA_000024945.1,GCA_002005185.1,GCA_002082765.1,GCA_013393365.1,GCA_016127175.1,GCA_018406505.1,GCA_028743475.1,GCA_031190775.1,GCA_032695835.1,GCA_036456085.1,GCA_042850485.1,GCA_900186885.1,GCA_900187285.1,GCA_900637515.1,GCA_902810435.1
pduA_2,pduA_2,Propanediol utilization protein PduA,,,,AMGBDAFE_01648,,POEAOIBB_01645,,,,,BBFLPEJG_01682,,,PAGOGBDJ_01727,
group_73,,hypothetical protein,,,,AMGBDAFE_00672,,POEAOIBB_00947,GCKDAGAE_00338,,,,,,,PAGOGBDJ_00704,
group_63,,hypothetical protein,,,,AMGBDAFE_01761,,,GCKDAGAE_01439,PDIMPFPI_01731,,HCNBPFHJ_01327,,,,,
group_2716,,hypothetical protein,OKNGDJCJ_01628,,,,KOCEJNFM_00222,,,,,,,AEMNHECO_01627,,,
group_2713,,hypothetical protein,,,,,,POEAOIBB_00747,GCKDAGAE_00551,,,,,,,PAGOGBDJ_00953,
group_2699,sau3AIR,Type-2 restriction enzyme Sau3AI,,,,AMGBDAFE_01598,,POEAOIBB_01593,,,,,,,,PAGOGBDJ_01674,
group_2686,,hypothetical protein,,,,AMGBDAFE_00343,,POEAOIBB_00331,,,,,,,,PAGOGBDJ_00325,
cas6_1,cas6_1,CRISPR-associated endoribonuclease Cas6,OKNGDJCJ_01863,,,,KOCEJNFM_01911,,,,,,,AEMNHECO_01862,,,
group_2665,,putative ABC transporter ATP-binding protein,OKNGDJCJ_00331,,,,KOCEJNFM_01518,,,,,,,AEMNHECO_00331,,,
group_2624,,hypothetical protein,,,,,,POEAOIBB_00408,GCKDAGAE_00072,,,,,,,PAGOGBDJ_00393,
copY,copY,Transcriptional repressor CopY,,,,,,POEAOIBB_00326,GCKDAGAE_02007,PDIMPFPI_00299,,,,,,,
group_2591,,hypothetical protein,,GFDNPGNJ_00357,,,,,,PDIMPFPI_01691,,HCNBPFHJ_01286,,,,,
group_2551,,hypothetical protein,OKNGDJCJ_00460,,,,KOCEJNFM_01389,,,,,,,AEMNHECO_00460,,,
group_2544,,hypothetical protein,,,,AMGBDAFE_00146,,POEAOIBB_00140,,,,,,,,PAGOGBDJ_00145,
iap,;iap,hypothetical protein;putative endopeptidase p60,,,,AMGBDAFE_01586,,,,,,HCNBPFHJ_01316,BBFLPEJG_00258,,,,
mii,mii,3-methylitaconate isomerase,,,,,,,GCKDAGAE_01816,,,HCNBPFHJ_01748,,,,,LAOJDNKF_00171
yofA_2~~~yofA_1,yofA_2;yofA_1,HTH-type transcriptional regulator YofA,,,,,,,GCKDAGAE_01814,,,HCNBPFHJ_01746,,,,,LAOJDNKF_00169
group_2527,,hypothetical protein,,,,AMGBDAFE_00169,,POEAOIBB_00166,,,,,,,,PAGOGBDJ_00168,
tetM,tetM,Tetracycline resistance protein TetM from transposon TnFO1,,,,AMGBDAFE_01584,,,,,,HCNBPFHJ_01318,BBFLPEJG_00260,,,,
group_2509,,hypothetical protein,,,,AMGBDAFE_01578,,,,,,HCNBPFHJ_01320,BBFLPEJG_00262,,,,
group_2508,,hypothetical protein,,,,AMGBDAFE_01753,,,,PDIMPFPI_01730,,HCNBPFHJ_01306,,,,,
copB,copB,Copper-exporting P-type ATPase B,,,,,,POEAOIBB_00328,GCKDAGAE_02008,PDIMPFPI_00301,,,,,,,
group_2484,,hypothetical protein,,,,,,,GCKDAGAE_01450,PDIMPFPI_01761,,HCNBPFHJ_01337,,,,,
group_2470,,hypothetical protein,OKNGDJCJ_01451,,,,KOCEJNFM_00398,,,,,,,AEMNHECO_01451,,,
group_2469,,hypothetical protein,,,,AMGBDAFE_01591,,,,,,HCNBPFHJ_01311,BBFLPEJG_00253,,,,
group_2457,,hypothetical protein,,,,AMGBDAFE_01943,,,GCKDAGAE_01996,,,,,,,,LAOJDNKF_01542
group_2455,,hypothetical protein,,,,,,,GCKDAGAE_00466,,AGBEICAE_02001,,,,,,LAOJDNKF_00814
group_2450,,hypothetical protein,,,,,,POEAOIBB_01530,,,AGBEICAE_00975,,,,,PAGOGBDJ_01689,
group_2449,,hypothetical protein,,,,AMGBDAFE_01072,,POEAOIBB_01100,,,,,,,,PAGOGBDJ_00585,
group_2448,,hypothetical protein,,,,,,POEAOIBB_01683,,,AGBEICAE_00608,,,,,PAGOGBDJ_00459,
group_2447,,hypothetical protein,,,,AMGBDAFE_00333,,POEAOIBB_00299,,,,,,,,PAGOGBDJ_00330,
group_2438,,hypothetical protein,,,BFBCFGIC_00085,AMGBDAFE_00037,,,GCKDAGAE_01701,,,,,,,,
group_2332,,hypothetical protein,OKNGDJCJ_00458,,,,KOCEJNFM_01391,,,,,,,AEMNHECO_00458,,,
group_2327,,hypothetical protein,OKNGDJCJ_00192,,,,KOCEJNFM_01657,,,,,,,AEMNHECO_00192,,,
group_2320,,hypothetical protein,OKNGDJCJ_01886,,,,KOCEJNFM_01888,,,,,,,AEMNHECO_01885,,,
group_2305,,hypothetical protein,OKNGDJCJ_01885,,,,KOCEJNFM_01889,,,,,,,AEMNHECO_01884,,,
group_2292,,hypothetical protein,OKNGDJCJ_01862,,,,KOCEJNFM_01912,,,,,,,AEMNHECO_01861,,,
group_2283,,hypothetical protein,OKNGDJCJ_01624,,,,KOCEJNFM_00226,,,,,,,AEMNHECO_01623,,,
group_2281,,hypothetical protein,OKNGDJCJ_01849,,,,KOCEJNFM_00001,,,,,,,AEMNHECO_01848,,,
group_2266,,hypothetical protein,OKNGDJCJ_00554,,,,KOCEJNFM_01295,,,,,,,AEMNHECO_00554,,,
group_2261,,hypothetical protein,OKNGDJCJ_00393,,,,KOCEJNFM_01456,,,,,,,AEMNHECO_00393,,,
group_2236,,hypothetical protein,OKNGDJCJ_01452,,,,KOCEJNFM_00397,,,,,,,AEMNHECO_01452,,,
group_2212,,hypothetical protein,OKNGDJCJ_00459,,,,KOCEJNFM_01390,,,,,,,AEMNHECO_00459,,,
group_2197,,hypothetical protein,OKNGDJCJ_01789,,,,KOCEJNFM_00061,,,,,,,AEMNHECO_01788,,,
group_2173,,hypothetical protein,OKNGDJCJ_00172,,,,KOCEJNFM_01677,,,,,,,AEMNHECO_00172,,,
group_2155,,hypothetical protein,,,,AMGBDAFE_01576,,,,,,HCNBPFHJ_01322,BBFLPEJG_00264,,,,
group_2096,,hypothetical protein,,,,AMGBDAFE_01590,,,,,,HCNBPFHJ_01312,BBFLPEJG_00254,,,,
group_2070,,hypothetical protein,,,,AMGBDAFE_01577,,,,,,HCNBPFHJ_01321,BBFLPEJG_00263,,,,
group_2039,,hypothetical protein,,,,AMGBDAFE_01926,,,GCKDAGAE_01626,,AGBEICAE_01078,,,,,,
group_2037,,hypothetical protein,,,BFBCFGIC_01864,,,POEAOIBB_01899,GCKDAGAE_01621,,,,,,,,
group_2025,mmuM,Homocysteine S-methyltransferase,,,BFBCFGIC_00385,,,,,,AGBEICAE_01477,,,,ICLGGANE_00373,,
group_1980,,hypothetical protein,OKNGDJCJ_00177,,,,KOCEJNFM_01672,,,,,,,AEMNHECO_00177,,,
csm4,csm4,CRISPR type III-associated RAMP protein Csm4,OKNGDJCJ_01865,,,,KOCEJNFM_01909,,,,,,,AEMNHECO_01864,,,
group_1965,,hypothetical protein,,,,AMGBDAFE_01412,,POEAOIBB_01429,,,AGBEICAE_00618,,,,,,
group_1951,,hypothetical protein,,,,AMGBDAFE_01413,,POEAOIBB_01430,,,AGBEICAE_00619,,,,,,
group_1928,,hypothetical protein,,GFDNPGNJ_01775,BFBCFGIC_01125,,,,GCKDAGAE_00389,,,,,,,,
group_1926,,hypothetical protein,,,,,,,GCKDAGAE_01397,,AGBEICAE_00926,,,,,PAGOGBDJ_01806,
group_1923,,putative ABC transporter permease protein,OKNGDJCJ_00332,,,,KOCEJNFM_01517,,,,,,,AEMNHECO_00332,,,
ehaG_2~~~ehaG,;ehaG_2;ehaG,hypothetical protein;Autotransporter adhesin EhaG,,,BFBCFGIC_00699,,,POEAOIBB_01125,,,AGBEICAE_00253;AGBEICAE_00252,,,,,,
group_1915,,hypothetical protein,,GFDNPGNJ_00720,,AMGBDAFE_00133,,,,,,,BBFLPEJG_00147,,,,
group_1909,,hypothetical protein,,GFDNPGNJ_00754,,,,POEAOIBB_00162,,,AGBEICAE_01225,,,,,,
group_1905,,hypothetical protein,,,BFBCFGIC_01165,,,POEAOIBB_00938,,,,HCNBPFHJ_00279,,,,,
group_1900,,hypothetical protein,,,,,,POEAOIBB_01881,,PDIMPFPI_01903,,,BBFLPEJG_01913,,,,
group_1889,,hypothetical protein,OKNGDJCJ_00751,,,,KOCEJNFM_01098,,,,,,,AEMNHECO_00751,,,
group_1884,,hypothetical protein,,,BFBCFGIC_00291,AMGBDAFE_00151,,,,,,,,,,PAGOGBDJ_00150,
ydiS~~~ydiS_2,ydiS;ydiS_2,Type-2 restriction enzyme BsuMI component YdiS,,GFDNPGNJ_01806,,AMGBDAFE_00681,,,,,AGBEICAE_01884,,,,,,
group_1806,,hypothetical protein,,,,AMGBDAFE_01568,,,GCKDAGAE_01065,,,,,,ICLGGANE_01455,,
group_1789,,hypothetical protein,,,,AMGBDAFE_01567,,,GCKDAGAE_01066,,,,,,ICLGGANE_01454,,
group_1785,,hypothetical protein,,,,,,,GCKDAGAE_00352,,,HCNBPFHJ_00277,,,,,LAOJDNKF_00777
group_1781,,hypothetical protein,OKNGDJCJ_00750,,,,KOCEJNFM_01099,,,,,,,AEMNHECO_00750,,,
group_1780,,hypothetical protein,OKNGDJCJ_00747,,,,KOCEJNFM_01102,,,,,,,AEMNHECO_00747,,,
group_1752,,hypothetical protein,OKNGDJCJ_00457,,,,KOCEJNFM_01392,,,,,,,AEMNHECO_00457,,,
mcrC,mcrC,Protein McrC,OKNGDJCJ_01801,,,,KOCEJNFM_00049,,,,,,,AEMNHECO_01800,,,
group_1713,,hypothetical protein,,,,,,POEAOIBB_00106,GCKDAGAE_01775,,AGBEICAE_01331,,,,,,
group_1702,,hypothetical protein,,,,,,,GCKDAGAE_01455,PDIMPFPI_01765,,HCNBPFHJ_01341,,,,,
group_1680,,hypothetical protein,,,,AMGBDAFE_01594,,,,,,HCNBPFHJ_01308,BBFLPEJG_00250,,,,
group_1656,,hypothetical protein,,,,AMGBDAFE_01890,,,GCKDAGAE_01574,,,,,,,PAGOGBDJ_01933,
group_1610,cas9,CRISPR-associated endonuclease Cas9,,,,,,,,PDIMPFPI_01891,,HCNBPFHJ_01519,BBFLPEJG_01909,,,,
group_1609,,hypothetical protein,,,,AMGBDAFE_01892,,POEAOIBB_01871,GCKDAGAE_01576,,,,,,,,
hsdR~~~hsdR_1,hsdR;;hsdR_1,Type-1 restriction enzyme R protein;hypothetical protein,,,,,,,,,,,BBFLPEJG_01161,,,PAGOGBDJ_00711,LAOJDNKF_00773
draG,;draG,hypothetical protein;ADP-ribosyl-[dinitrogen reductase] glycohydrolase,,,BFBCFGIC_00700,,,POEAOIBB_01122;POEAOIBB_01121,,,AGBEICAE_00250,,,,,,
group_1585,,hypothetical protein,OKNGDJCJ_00197,,,,KOCEJNFM_01652,,,,,,,AEMNHECO_00197,,,
group_1549,,hypothetical protein,,,,AMGBDAFE_00694,,POEAOIBB_00926,GCKDAGAE_00368,,,,,,,,
group_1542,cas1,CRISPR-associated endonuclease Cas1,,,,,,,,PDIMPFPI_01890,,HCNBPFHJ_01518,BBFLPEJG_01908,,,,
cas2,cas2,CRISPR-associated endoribonuclease Cas2,,,,,,,,PDIMPFPI_01889,,HCNBPFHJ_01517,BBFLPEJG_01907,,,,
group_1541,,hypothetical protein,,GFDNPGNJ_00507,,,,,GCKDAGAE_01578,,,,,,,PAGOGBDJ_01938,
group_1526,,hypothetical protein,OKNGDJCJ_00453,,,,KOCEJNFM_01396,,,,,,,AEMNHECO_00453,,,
group_1524,,putative protein,OKNGDJCJ_00333,,,,KOCEJNFM_01516,,,,,,,AEMNHECO_00333,,,
fic~~~fic_2,fic;fic_2;,Adenosine monophosphate-protein transferase SoFic;hypothetical protein,,,BFBCFGIC_00357,,,,,,AGBEICAE_01446,,,,ICLGGANE_00338,,
group_1506,,hypothetical protein,OKNGDJCJ_00749,,,,KOCEJNFM_01100,,,,,,,AEMNHECO_00749,,,
group_1485,,hypothetical protein,,,,AMGBDAFE_01547,,POEAOIBB_01566,,,,,,,,PAGOGBDJ_01640,
argA,;argA,hypothetical protein;Amino-acid acetyltransferase,,,,,,POEAOIBB_00183,,,AGBEICAE_01252,HCNBPFHJ_01779,,,,,
group_1457,,hypothetical protein,,,,,,,GCKDAGAE_00548,PDIMPFPI_00835,,HCNBPFHJ_00470,,,,,
group_1441,,hypothetical protein,,,,,,,,PDIMPFPI_01888,,HCNBPFHJ_01516,BBFLPEJG_01906,,,,
group_1436,,hypothetical protein,,,,AMGBDAFE_01824,,POEAOIBB_01810,GCKDAGAE_01515,,,,,,,,
btuF,btuF;,Vitamin B12-binding protein;hypothetical protein,,,BFBCFGIC_00111,,,,GCKDAGAE_01728,,AGBEICAE_01182,,,,,,
group_1392,,hypothetical protein,,,BFBCFGIC_00145,AMGBDAFE_00083,,,,,,,,,,PAGOGBDJ_00073,
epsD_2~~~cotSA,epsD_2;cotSA,Putative glycosyltransferase EpsD;Spore coat protein SA,,,,,,,GCKDAGAE_01676,PDIMPFPI_01970,,HCNBPFHJ_01597,,,,,
group_1369,,hypothetical protein,,,,AMGBDAFE_01121,,POEAOIBB_01406,,,AGBEICAE_00283,,,,,,
group_1363,,hypothetical protein,,,,,,,,PDIMPFPI_01143,,,,,,PAGOGBDJ_01202,LAOJDNKF_01225
cdiA2_2~~~cdiA_4~~~cdiA_1~~~cdiA_3,cdiA2_2;cdiA_4;cdiA_1;cdiA_3,tRNA nuclease CdiA-2;DNase CdiA;tRNA nuclease CdiA,,,BFBCFGIC_00956,,,,,,AGBEICAE_02086;AGBEICAE_02085,,BBFLPEJG_01129,,,,
group_1345,,hypothetical protein,,,,AMGBDAFE_01823,,POEAOIBB_01809,GCKDAGAE_01514,,,,,,,,
group_1315,,hypothetical protein,,,,AMGBDAFE_01593,,,,,,HCNBPFHJ_01309,BBFLPEJG_00251,,,,
group_1310,,hypothetical protein,,,,AMGBDAFE_00683,,,GCKDAGAE_00355,,AGBEICAE_01891,,,,,,
group_1306,,hypothetical protein,,,,,,POEAOIBB_00922,GCKDAGAE_00372,,,,,,,PAGOGBDJ_00732,
group_1303,,hypothetical protein,,,,AMGBDAFE_00134,,,,,,,BBFLPEJG_00148,,,,LAOJDNKF_00146
group_1298,,hypothetical protein,,GFDNPGNJ_00696,,,,,GCKDAGAE_01773,,,HCNBPFHJ_01704,,,,,
hsdM~~~hsdM_2,hsdM;hsdM_2,Type I restriction enzyme EcoKI M protein,,GFDNPGNJ_00697,,AMGBDAFE_00115,,,,,,HCNBPFHJ_01705,,,,,
hsdR~~~hsdR_2,hsdR;hsdR_2,Type-1 restriction enzyme R protein,,GFDNPGNJ_00699,,AMGBDAFE_00117,,,,,,HCNBPFHJ_01707,,,,,
group_1290,,hypothetical protein,,GFDNPGNJ_01776,,,,,GCKDAGAE_00388,,,,BBFLPEJG_01127,,,,
group_1264,,hypothetical protein,,,,,,POEAOIBB_00056,GCKDAGAE_01724,,,,,,,PAGOGBDJ_00053,
group_1221,,hypothetical protein,OKNGDJCJ_01864,,,,KOCEJNFM_01910,,,,,,,AEMNHECO_01863,,,
ynfM,ynfM,Inner membrane transport protein YnfM,,,,,,,GCKDAGAE_01818,,,HCNBPFHJ_01750,,,,,LAOJDNKF_00173
group_1214,,hypothetical protein,OKNGDJCJ_00045,,,,KOCEJNFM_01804,,,,,,,AEMNHECO_00045,,,
upaG_3~~~ehaG_2,upaG_3;ehaG_2,Autotransporter adhesin UpaG;Autotransporter adhesin EhaG,,,,AMGBDAFE_01836,,POEAOIBB_01822,,,,,,,,PAGOGBDJ_01882,
group_1136,,hypothetical protein,,,,AMGBDAFE_01871,,POEAOIBB_01851,,,,,BBFLPEJG_01885,,,,
group_1130,,hypothetical protein,,GFDNPGNJ_01952,,AMGBDAFE_00526,,,GCKDAGAE_00196,,,,,,,,
group_1126,,hypothetical protein,OKNGDJCJ_00121,,,,KOCEJNFM_01728,,,,,,,AEMNHECO_00121,,,
group_1122,,hypothetical protein,OKNGDJCJ_00174,,,,KOCEJNFM_01675,,,,,,,AEMNHECO_00174,,,
group_1115,,hypothetical protein,,,,AMGBDAFE_00091,,,GCKDAGAE_01696,,,,,,,PAGOGBDJ_00081,
group_1102,Int-Tn,Transposase from transposon Tn916,OKNGDJCJ_00454,,,,KOCEJNFM_01395,,,,,,,AEMNHECO_00454,,,
group_1098,,hypothetical protein,,,,,,,,,,HCNBPFHJ_01446,BBFLPEJG_01830,,,,LAOJDNKF_01847
group_1090,Int-Tn,Transposase from transposon Tn916,,,,AMGBDAFE_01575,,,,,,HCNBPFHJ_01323,BBFLPEJG_00265,,,,
group_1082,,hypothetical protein,OKNGDJCJ_01494,,,,KOCEJNFM_00355,,,,,,,AEMNHECO_01494,,,
group_1067,;pezT,hypothetical protein;Toxin PezT,,,,AMGBDAFE_00533,,,GCKDAGAE_00203,,,,BBFLPEJG_01306,,,,
walK~~~baeS,walK;baeS,Sensor protein kinase WalK;Signal transduction histidine-protein kinase BaeS,,GFDNPGNJ_01049,,,,POEAOIBB_00400,,,,,,,,,LAOJDNKF_00464
group_1061,,hypothetical protein,OKNGDJCJ_00744,,,,KOCEJNFM_01105,,,,,,,AEMNHECO_00744,,,
group_1060,,hypothetical protein,OKNGDJCJ_00412,,,,KOCEJNFM_01437,,,,,,,AEMNHECO_00412,,,
group_1045,mftC,Putative mycofactocin radical SAM maturase MftC,OKNGDJCJ_00176,,,,KOCEJNFM_01673,,,,,,,AEMNHECO_00176,,,
group_1040,,hypothetical protein,,,,,,POEAOIBB_00409,GCKDAGAE_00073,,,,,,,PAGOGBDJ_00394,
srrA,srrA,Transcriptional regulatory protein SrrA,,GFDNPGNJ_01050,,,,POEAOIBB_00401,,,,,,,,,LAOJDNKF_00465
bcrC_1,bcrC_1,Undecaprenyl-diphosphatase BcrC,,GFDNPGNJ_01048,,,,POEAOIBB_00399,,,,,,,,,LAOJDNKF_00463
group_1009,,hypothetical protein,,,,,,,,,,,BBFLPEJG_01796,,ICLGGANE_01761,,LAOJDNKF_01813
arnT_1~~~arnT_3,arnT_1;arnT_3,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,,GFDNPGNJ_01047,,,,POEAOIBB_00398,,,,,,,,,LAOJDNKF_00462
group_956,,hypothetical protein,,,,,,,,,,,BBFLPEJG_01797,,ICLGGANE_01763;ICLGGANE_01762,,LAOJDNKF_01814
group_939,,hypothetical protein,,,,AMGBDAFE_00184,,,GCKDAGAE_01841,,,,,,,PAGOGBDJ_00178,
group_910,,hypothetical protein,OKNGDJCJ_00746,,,,KOCEJNFM_01103,,,,,,,AEMNHECO_00746,,,
group_862,,hypothetical protein,OKNGDJCJ_00748,,,,KOCEJNFM_01101,,,,,,,AEMNHECO_00748,,,
group_861,,hypothetical protein,OKNGDJCJ_00094,,,,KOCEJNFM_01755,,,,,,,AEMNHECO_00094,,,
group_848,,hypothetical protein,,,,,,,,,,HCNBPFHJ_00509,BBFLPEJG_00933,,,,LAOJDNKF_00999
group_840,btaF,Autotransporter adhesin BtaF,,,,AMGBDAFE_00725,,POEAOIBB_00896,GCKDAGAE_00402,,,,,,,,
group_812,,hypothetical protein,,,,,,,GCKDAGAE_00793,,,,BBFLPEJG_00727,,,PAGOGBDJ_01195,
group_795,,hypothetical protein,OKNGDJCJ_00394,,,,KOCEJNFM_01455,,,,,,,AEMNHECO_00394,,,
group_793,,hypothetical protein,OKNGDJCJ_00392,,,,KOCEJNFM_01457,,,,,,,AEMNHECO_00392,,,
group_760,,hypothetical protein,,,,AMGBDAFE_00866,,,GCKDAGAE_00544,,,HCNBPFHJ_00466,,,,,
group_736,,hypothetical protein,,,,AMGBDAFE_01589,,,,,,HCNBPFHJ_01313,BBFLPEJG_00255,,,,
group_702,,hypothetical protein,OKNGDJCJ_00193,,,,KOCEJNFM_01656,,,,,,,AEMNHECO_00193,,,
group_700,omp-alpha,Outer membrane protein alpha,,,,AMGBDAFE_00042,,POEAOIBB_00045,,,,,,,,PAGOGBDJ_00041,
csm2,csm2,CRISPR type III-associated protein Csm2,OKNGDJCJ_01867,,,,KOCEJNFM_01907,,,,,,,AEMNHECO_01866,,,
group_680,,hypothetical protein,,,,AMGBDAFE_00771,,POEAOIBB_00849,,,,,,,,PAGOGBDJ_00806,
ftsK,ftsK,DNA translocase FtsK,,,,AMGBDAFE_01592,,,,,,HCNBPFHJ_01310,BBFLPEJG_00252,,,,
group_624,,hypothetical protein,OKNGDJCJ_00119,,,,KOCEJNFM_01730,,,,,,,AEMNHECO_00119,,,
ybhI_3,ybhI_3,Inner membrane protein YbhI,,,,,,,GCKDAGAE_01817,,,HCNBPFHJ_01749,,,,,LAOJDNKF_00172
group_574,,hypothetical protein,,,,,,POEAOIBB_00112,GCKDAGAE_01783,,,,,,,PAGOGBDJ_00119,
upaG_1~~~sadA~~~ehaG_1,upaG_1;sadA;ehaG_1,Autotransporter adhesin UpaG;Autotransporter adhesin SadA;Autotransporter adhesin EhaG,,,,AMGBDAFE_00044,,POEAOIBB_00047,,,,,,,,PAGOGBDJ_00043;PAGOGBDJ_00044,
group_528,,hypothetical protein,,,,AMGBDAFE_00379,,POEAOIBB_00367,,,,,,,,PAGOGBDJ_00362,
group_509,,hypothetical protein,OKNGDJCJ_01493,,,,KOCEJNFM_00356,,,,,,,AEMNHECO_01493,,,
group_504,,hypothetical protein,OKNGDJCJ_00452,,,,KOCEJNFM_01397,,,,,,,AEMNHECO_00452,,,
purR,purR,Pur operon repressor,,,BFBCFGIC_00587,,,,,,AGBEICAE_00396,,,,ICLGGANE_00620,,
group_424,,hypothetical protein,,,,,,,GCKDAGAE_01451;GCKDAGAE_01452,PDIMPFPI_01762,,HCNBPFHJ_01338,,,,,
group_406,,hypothetical protein,,,,,,,GCKDAGAE_01308,,,,BBFLPEJG_01683,,,PAGOGBDJ_01728,
group_402,,hypothetical protein,,,,,,,GCKDAGAE_01453,PDIMPFPI_01763,,HCNBPFHJ_01339,,,,,
group_387,,hypothetical protein,,,,AMGBDAFE_01782,,,GCKDAGAE_01474,,,HCNBPFHJ_01413,,,,,
group_342,,hypothetical protein,,,,AMGBDAFE_00451,,POEAOIBB_00465,GCKDAGAE_00131,,,,,,,,
group_324,,putative ABC transporter ATP-binding protein,OKNGDJCJ_00175,,,,KOCEJNFM_01674,,,,,,,AEMNHECO_00175,,,
group_323,,hypothetical protein,OKNGDJCJ_00118,,,,KOCEJNFM_01731,,,,,,,AEMNHECO_00118,,,
group_309,,hypothetical protein,,,,,,POEAOIBB_00748,GCKDAGAE_00550,,,,,,,PAGOGBDJ_00952,
group_291,,hypothetical protein,OKNGDJCJ_00173,,,,KOCEJNFM_01676,,,,,,,AEMNHECO_00173,,,
traD,traD,Coupling protein TraD,OKNGDJCJ_00456,,,,KOCEJNFM_01393,,,,,,,AEMNHECO_00456,,,
group_248,,hypothetical protein,OKNGDJCJ_00461,,,,KOCEJNFM_01388,,,,,,,AEMNHECO_00461,,,
group_231,,hypothetical protein,,,,,,POEAOIBB_01433,,PDIMPFPI_01441,,,,,,PAGOGBDJ_01508,
btaE~~~btaE_1,btaE;btaE_1,Autotransporter adhesin BtaE,,,,AMGBDAFE_00040,,POEAOIBB_00043,,,,,,,,PAGOGBDJ_00038,
group_215,ata,Adhesin Ata autotransporter,,,,AMGBDAFE_00445,,POEAOIBB_00446,,,,,,,,PAGOGBDJ_00431,
group_204,,hypothetical protein,,,,AMGBDAFE_01587,,,,,,HCNBPFHJ_01315,BBFLPEJG_00257,,,,
group_200,,hypothetical protein,,,,,,,,PDIMPFPI_01405,,HCNBPFHJ_01000,,,,,LAOJDNKF_01493
mcrB,mcrB,5-methylcytosine-specific restriction enzyme B,OKNGDJCJ_01802,,,,KOCEJNFM_00048,,,,,,,AEMNHECO_01801,,,
group_177,,hypothetical protein,OKNGDJCJ_01803,,,,KOCEJNFM_00047,,,,,,,AEMNHECO_01802,,,
dmdA_2,dmdA_2,23-dimethylmalate dehydratase large subunit,,,,,,,GCKDAGAE_01815,,,HCNBPFHJ_01747,,,,,LAOJDNKF_00170
group_136,,hypothetical protein,,,,AMGBDAFE_01579,,,,,,HCNBPFHJ_01319,BBFLPEJG_00261,,,,
group_135,,hypothetical protein,,,,AMGBDAFE_01752,,,,PDIMPFPI_01729,,HCNBPFHJ_01305,,,,,
group_133,,hypothetical protein,,,,AMGBDAFE_01758;AMGBDAFE_01759,,,GCKDAGAE_01437,PDIMPFPI_01747,,,,,,,
csm3,csm3,CRISPR type III-associated RAMP protein Csm3,OKNGDJCJ_01866,,,,KOCEJNFM_01908,,,,,,,AEMNHECO_01865,,,
prn_1,prn_1,Pertactin autotransporter,,,,AMGBDAFE_00036,,POEAOIBB_00039,,,,,,,,PAGOGBDJ_00035,
group_120,,hypothetical protein,,,,AMGBDAFE_01588,,,,,,HCNBPFHJ_01314,BBFLPEJG_00256,,,,
group_109,,CRISPR-associated protein Cas10/Csm1,OKNGDJCJ_01868,,,,KOCEJNFM_01906,,,,,,,AEMNHECO_01867,,,
traI,traI,Multifunctional conjugation protein TraI,OKNGDJCJ_00455,,,,KOCEJNFM_01394,,,,,,,AEMNHECO_00455,,,
yhaH_1,yhaH_1,Inner membrane protein YhaH,,,,AMGBDAFE_00164,,POEAOIBB_00158,,,,,,,,PAGOGBDJ_00164,
group_89,,hypothetical protein,,,,,,,GCKDAGAE_01456,PDIMPFPI_01766,,HCNBPFHJ_01342,,,,,
group_88,,hypothetical protein,,,,,,,GCKDAGAE_01454,PDIMPFPI_01764,,HCNBPFHJ_01340,,,,,
group_83,,hypothetical protein,OKNGDJCJ_00462,,,,KOCEJNFM_01387,,,,,,,AEMNHECO_00462,,,
group_77,,hypothetical protein,OKNGDJCJ_00390,,,,KOCEJNFM_01459,,,,,,,AEMNHECO_00390,,,
hsdR,hsdR,Type-1 restriction enzyme R protein,OKNGDJCJ_00122,,,,KOCEJNFM_01727,,,,,,,AEMNHECO_00122,,,
group_59,,hypothetical protein,OKNGDJCJ_00093,,,,KOCEJNFM_01756,,,,,,,AEMNHECO_00093,,,
recD2_2,recD2_2,ATP-dependent RecD-like DNA helicase,OKNGDJCJ_01188,,,,KOCEJNFM_00661,,,,,,,AEMNHECO_01188,,,
group_55,,hypothetical protein,,,,AMGBDAFE_01852,,POEAOIBB_01834,GCKDAGAE_01539,,,,,,,,
group_48,,hypothetical protein,,,,,,POEAOIBB_00410,GCKDAGAE_00074,,,,,,,PAGOGBDJ_00395,
group_36,,hypothetical protein,OKNGDJCJ_01189,,,,KOCEJNFM_00660,,,,,,,AEMNHECO_01189,,,
group_27,ata_1,Adhesin Ata autotransporter,,,,,,,,PDIMPFPI_00055,,HCNBPFHJ_01680,,,,,LAOJDNKF_00099
group_26,,hypothetical protein,OKNGDJCJ_01852,,,,KOCEJNFM_01922,,,,,,,AEMNHECO_01851,,,
group_19,upaG_2,Autotransporter adhesin UpaG,OKNGDJCJ_00047,,,,KOCEJNFM_01802,,,,,,,AEMNHECO_00047,,,
group_2768,xerD_1;,Tyrosine recombinase XerD;Putative prophage phiRv2 integrase,,GFDNPGNJ_00955,,,,,,,,,,,,,LAOJDNKF_00382
dprA_2,dprA_2,DNA processing protein DprA,,,,,,,,PDIMPFPI_01911,,,,,,,LAOJDNKF_01928
group_2767,,hypothetical protein,,,,,,,,PDIMPFPI_01733,,HCNBPFHJ_01329,,,,,
