Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
gumD_1,gumD_1,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,1,1,1.0,1,1025,,,,1428,1428,1428.0,,,,,,,,,,,,,ICLGGANE_00023,,
group_604,,hypothetical protein,1,1,1.0,1,1023,,,,537,537,537.0,,,,,,,,,,,,,,,LAOJDNKF_00145
group_603,,hypothetical protein,1,1,1.0,1,1022,,,,537,537,537.0,,,,,,,,,,,,,,PAGOGBDJ_01934,
gumD_2,gumD_2,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,1,1,1.0,1,1021,,,,1428,1428,1428.0,,,,,,,,,,,BBFLPEJG_00063,,,,
group_602,,hypothetical protein,1,1,1.0,1,1018,,,,537,537,537.0,,,,,,,,,,,BBFLPEJG_01424,,,,
group_601,,hypothetical protein,1,1,1.0,1,1017,,,,240,240,240.0,,,,,,POEAOIBB_00412,,,,,,,,,
group_600,,hypothetical protein,1,1,1.0,1,1016,,,,537,537,537.0,,,,,,,,,AGBEICAE_01712,,,,,,
group_599,,hypothetical protein,1,1,1.0,1,1014,,,,537,537,537.0,,,,,,,,,AGBEICAE_00269,,,,,,
group_598,,hypothetical protein,1,1,1.0,1,1013,,,,537,537,537.0,,,,,,,,PDIMPFPI_01751,,,,,,,
group_597,,hypothetical protein,1,1,1.0,1,1012,,,,537,537,537.0,,,,,,,,PDIMPFPI_00643,,,,,,,
group_596,,hypothetical protein,1,1,1.0,1,1010,,,,537,537,537.0,,,,AMGBDAFE_01765,,,,,,,,,,,
group_595,,Iron hydrogenase 1,1,1,1.0,1,1008,,,,1431,1431,1431.0,,,,,,,,,,,,,ICLGGANE_00030,,
group_594,,hypothetical protein,1,1,1.0,1,1007,,,,1431,1431,1431.0,,,,,,,,,AGBEICAE_01539,,,,,,
group_593,,hypothetical protein,1,1,1.0,1,1006,,,,537,537,537.0,,GFDNPGNJ_00322,,,,,,,,,,,,,
group_591,,hypothetical protein,1,1,1.0,1,1004,,,,1431,1431,1431.0,,,,,,,GCKDAGAE_01694,,,,,,,,
narY,narY,Respiratory nitrate reductase 2 beta chain,1,1,1.0,1,1000,,,,1434,1434,1434.0,,,,,,,,,,,,,ICLGGANE_00242,,
group_589,,hypothetical protein,1,1,1.0,1,996,,,,540,540,540.0,,,,,,,,,,HCNBPFHJ_00200,,,,,
group_588,,hypothetical protein,1,1,1.0,1,995,,,,1437,1437,1437.0,,,,,,,,,,HCNBPFHJ_01967,,,,,
group_586,,hypothetical protein,1,1,1.0,1,993,,,,540,540,540.0,,,,,,,,PDIMPFPI_00641,,,,,,,
group_585,,Anaerobic sulfatase-maturating enzyme,1,1,1.0,1,992,,,,1437,1437,1437.0,,,,,,POEAOIBB_01886,,,,,,,,,
group_584,,hypothetical protein,1,1,1.0,1,991,,,,540,540,540.0,,,,,,,GCKDAGAE_01440,,,,,,,,
ydjA,ydjA,Type-2 restriction enzyme BsuMI component YdjA,1,1,1.0,1,987,,,,1440,1440,1440.0,,,,,,POEAOIBB_01123,,,,,,,,,
group_582,,hypothetical protein,1,1,1.0,1,986,,,,540,540,540.0,,,BFBCFGIC_01437,,,,,,,,,,,,
socA,socA,Antitoxin SocA,1,1,1.0,1,983,,,,540,540,540.0,,GFDNPGNJ_00288,,,,,,,,,,,,,
mco,mco,Multicopper oxidase mco,1,1,1.0,1,982,,,,1443,1443,1443.0,,,,,,,,PDIMPFPI_00300,,,,,,,
clpQ,clpQ,ATP-dependent protease subunit ClpQ,1,1,1.0,1,979,,,,543,543,543.0,,,,,,,,,,,,,ICLGGANE_00975,,
group_580,,hypothetical protein,1,1,1.0,1,978,,,,543,543,543.0,,,,,,,,,,,,,ICLGGANE_01079,,
group_578,,hypothetical protein,1,1,1.0,1,975,,,,543,543,543.0,,,,,,,,,,HCNBPFHJ_01350,,,,,
group_577,,hypothetical protein,1,1,1.0,1,974,,,,543,543,543.0,,,,,,,,,,HCNBPFHJ_00733,,,,,
group_575,,hypothetical protein,1,1,1.0,1,971,,,,543,543,543.0,,,,,,,GCKDAGAE_00349,,,,,,,,
group_571,,hypothetical protein,1,1,1.0,1,965,,,,1452,1452,1452.0,,,,,,,,,AGBEICAE_01161,,,,,,
group_570,,putative protein,1,1,1.0,1,964,,,,1452,1452,1452.0,,,,,,,,PDIMPFPI_01040,,,,,,,
group_569,,hypothetical protein,1,1,1.0,1,963,,,,546,546,546.0,,,,,,,,,,,,,ICLGGANE_01091,,
group_568,,hypothetical protein,1,1,1.0,1,962,,,,546,546,546.0,,,,,,,,,,,,,ICLGGANE_00426,,
group_567,,hypothetical protein,1,1,1.0,1,961,,,,546,546,546.0,,,,,,,,,,,BBFLPEJG_01382,,,,
group_566,,hypothetical protein,1,1,1.0,1,960,,,,546,546,546.0,,,,,,,,,,HCNBPFHJ_01464,,,,,
group_565,,hypothetical protein,1,1,1.0,1,959,,,,546,546,546.0,,,,,,,,,,HCNBPFHJ_00214,,,,,
group_564,,hypothetical protein,1,1,1.0,1,957,,,,546,546,546.0,,,,,,,,,AGBEICAE_00655,,,,,,
group_563,,hypothetical protein,1,1,1.0,1,956,,,,351,351,351.0,,GFDNPGNJ_00983,,,,,,,,,,,,,
group_562,,hypothetical protein,1,1,1.0,1,955,,,,1455,1455,1455.0,,,BFBCFGIC_00742,,,,,,,,,,,,
group_561,,hypothetical protein,1,1,1.0,1,954,,,,546,546,546.0,,,,,,,GCKDAGAE_01697,,,,,,,,
group_560,pduA_2,Propanediol utilization protein PduA,1,1,1.0,1,953,,,,546,546,546.0,,,,,,,GCKDAGAE_01307,,,,,,,,
group_559,,putative protein,1,1,1.0,1,949,,,,1461,1461,1461.0,,,,,,,,,,,,,ICLGGANE_01107,,
group_554,,hypothetical protein,1,1,1.0,1,942,,,,1461,1461,1461.0,,,,AMGBDAFE_00180,,,,,,,,,,,
group_553,,hypothetical protein,1,1,1.0,1,941,,,,549,549,549.0,,,,,,,,,,,,,ICLGGANE_00663,,
fumA,fumA,Fumarate hydratase class I aerobic,1,1,1.0,1,940,,,,549,549,549.0,,,,,,,,,,,,,ICLGGANE_01686,,
group_551,trpE,Anthranilate synthase component 1,1,1,1.0,1,938,,,,1467,1467,1467.0,,,,,,,,,,,,,ICLGGANE_00178,,
group_550,,hypothetical protein,1,1,1.0,1,937,,,,549,549,549.0,,,,,,,,,,,,,ICLGGANE_00105,,
group_549,trpC,Indole-3-glycerol phosphate synthase,1,1,1.0,1,936,,,,1467,1467,1467.0,,,,,,,,,,,,,ICLGGANE_00181,,
group_548,,hypothetical protein,1,1,1.0,1,935,,,,549,549,549.0,,,,,,,,PDIMPFPI_01024,,,,,,,
group_547,,hypothetical protein,1,1,1.0,1,934,,,,549,549,549.0,,,,,,,,,AGBEICAE_01223,,,,,,
group_544,,hypothetical protein,1,1,1.0,1,931,,,,549,549,549.0,,,,,,,GCKDAGAE_01630,,,,,,,,
group_543,,hypothetical protein,1,1,1.0,1,929,,,,246,246,246.0,,,,,,,,,,HCNBPFHJ_00194,,,,,
group_542,,hypothetical protein,1,1,1.0,1,926,,,,987,987,987.0,,,,,,,,,,,BBFLPEJG_01418,,,,
group_537,,hypothetical protein,1,1,1.0,1,919,,,,552,552,552.0,,,,,,,,,,,,,ICLGGANE_01798,,
group_536,,hypothetical protein,1,1,1.0,1,918,,,,1473,1473,1473.0,,,,,,,,,AGBEICAE_01125,,,,,,
group_535,,hypothetical protein,1,1,1.0,1,917,,,,1473,1473,1473.0,,,,AMGBDAFE_00285,,,,,,,,,,,
group_534,,hypothetical protein,1,1,1.0,1,916,,,,552,552,552.0,,,,,,,GCKDAGAE_01589,,,,,,,,
ybiT_2,ybiT_2,putative ABC transporter ATP-binding protein YbiT,1,1,1.0,1,915,,,,1479,1479,1479.0,,,,,,,,,,,BBFLPEJG_00719,,,,
group_532,,hypothetical protein,1,1,1.0,1,912,,,,1479,1479,1479.0,,,,,,,GCKDAGAE_01554,,,,,,,,
group_530,,hypothetical protein,1,1,1.0,1,910,,,,552,552,552.0,,GFDNPGNJ_00302,,,,,,,,,,,,,
lysP,lysP,Lysine-specific permease,1,1,1.0,1,909,,,,1482,1482,1482.0,,,,,,,,,,,,,ICLGGANE_00008,,
hldE_1,hldE_1,Bifunctional protein HldE,1,1,1.0,1,908,,,,1482,1482,1482.0,,,,,,,,,,,,,,,LAOJDNKF_00028
pppA,pppA,Leader peptidase PppA,1,1,1.0,1,906,,,,555,555,555.0,,,,,,,,,,,,,ICLGGANE_01085,,
group_527,,hypothetical protein,1,1,1.0,1,901,,,,555,555,555.0,,,,,,,,,AGBEICAE_01062,,,,,,
group_526,,hypothetical protein,1,1,1.0,1,900,,,,1482,1482,1482.0,,,,,,,,,AGBEICAE_01251,,,,,,
alkA,alkA,DNA-3-methyladenine glycosylase,1,1,1.0,1,899,,,,555,555,555.0,,,,,,,,,AGBEICAE_00275,,,,,,
group_525,,hypothetical protein,1,1,1.0,1,898,,,,1482,1482,1482.0,,,,,,,,,,HCNBPFHJ_00729,,,,,
hin,hin,DNA-invertase hin,1,1,1.0,1,894,,,,555,555,555.0,,,,AMGBDAFE_01581,,,,,,,,,,,
group_522,,hypothetical protein,1,1,1.0,1,892,,,,558,558,558.0,,,,,,,,,,,,,ICLGGANE_01129,,
group_521,,hypothetical protein,1,1,1.0,1,891,,,,558,558,558.0,,,,,,,,,,,,,ICLGGANE_01788,,
csoS1A,csoS1A,Major carboxysome shell protein 1A,1,1,1.0,1,888,,,,558,558,558.0,,,,,,,,,,,,,,,LAOJDNKF_00615
ydjA_1,ydjA_1,Type-2 restriction enzyme BsuMI component YdjA,1,1,1.0,1,886,,,,1482,1482,1482.0,,GFDNPGNJ_00454,,,,,,,,,,,,,
group_520,,hypothetical protein,1,1,1.0,1,885,,,,1482,1482,1482.0,,GFDNPGNJ_00319,,,,,,,,,,,,,
group_519,,hypothetical protein,1,1,1.0,1,884,,,,558,558,558.0,,,,,,,,,AGBEICAE_01148,,,,,,
group_517,,hypothetical protein,1,1,1.0,1,882,,,,558,558,558.0,,,,,,,,PDIMPFPI_01740,,,,,,,
group_516,,hypothetical protein,1,1,1.0,1,881,,,,1485,1485,1485.0,,,,,,,,,,,,,ICLGGANE_00013,,
gmhA,gmhA,Phosphoheptose isomerase,1,1,1.0,1,875,,,,561,561,561.0,,,,,,,,,,,,,,,LAOJDNKF_00027
group_513,,hypothetical protein,1,1,1.0,1,873,,,,561,561,561.0,,,,,,,,,,,,,,PAGOGBDJ_00546,
group_508,,hypothetical protein,1,1,1.0,1,866,,,,1488,1488,1488.0,,,BFBCFGIC_01853,,,,,,,,,,,,
ftsH2,ftsH2,ATP-dependent zinc metalloprotease FtsH 2,1,1,1.0,1,863,,,,1488,1488,1488.0,,,BFBCFGIC_00741,,,,,,,,,,,,
group_506,,hypothetical protein,1,1,1.0,1,862,,,,564,564,564.0,,,,,,,,,,,,,,,LAOJDNKF_00601
group_505,,hypothetical protein,1,1,1.0,1,861,,,,564,564,564.0,,,,,,,,,,,,,ICLGGANE_01749,,
group_503,,hypothetical protein,1,1,1.0,1,859,,,,249,249,249.0,,,,,,,,,,,,,,,LAOJDNKF_00389
group_501,,hypothetical protein,1,1,1.0,1,854,,,,564,564,564.0,,,BFBCFGIC_01436,,,,,,,,,,,,
group_498,,hypothetical protein,1,1,1.0,1,851,,,,564,564,564.0,,,BFBCFGIC_00658,,,,,,,,,,,,
group_496,,hypothetical protein,1,1,1.0,1,848,,,,564,564,564.0,,GFDNPGNJ_00764,,,,,,,,,,,,,
hbpA,hbpA,Heme-binding protein A,1,1,1.0,1,843,,,,1512,1512,1512.0,,,BFBCFGIC_01612,,,,,,,,,,,,
group_493,,hypothetical protein,1,1,1.0,1,842,,,,1512,1512,1512.0,,,,,,,GCKDAGAE_01692,,,,,,,,
pabA,pabA,Aminodeoxychorismate/anthranilate synthase component 2,1,1,1.0,1,838,,,,567,567,567.0,,,,,,,,,,,,,ICLGGANE_00179,,
group_492,,hypothetical protein,1,1,1.0,1,837,,,,1518,1518,1518.0,,,,,,,,,,,,,ICLGGANE_00987,,
group_491,,hypothetical protein,1,1,1.0,1,836,,,,567,567,567.0,,,,,,,,,,,BBFLPEJG_01390,,,,
thiE,thiE,Thiamine-phosphate synthase,1,1,1.0,1,834,,,,1518,1518,1518.0,,,,,,,,,,,,,ICLGGANE_00332,,
group_490,,hypothetical protein,1,1,1.0,1,832,,,,1518,1518,1518.0,,,,,,,,,,,BBFLPEJG_00031,,,,
group_489,,hypothetical protein,1,1,1.0,1,831,,,,567,567,567.0,,,,,,,,,,HCNBPFHJ_00228,,,,,
group_488,,hypothetical protein,1,1,1.0,1,830,,,,567,567,567.0,,,,,,,,,AGBEICAE_01551,,,,,,
group_487,,hypothetical protein,1,1,1.0,1,828,,,,567,567,567.0,,,,,,,,,AGBEICAE_01063,,,,,,
group_486,,hypothetical protein,1,1,1.0,1,827,,,,567,567,567.0,,,,,,,,,AGBEICAE_01058,,,,,,
rep,rep,ATP-dependent DNA helicase Rep,1,1,1.0,1,826,,,,1518,1518,1518.0,,,,,,POEAOIBB_00940,,,,,,,,,
group_484,,hypothetical protein,1,1,1.0,1,823,,,,567,567,567.0,,,,,,,GCKDAGAE_01591,,,,,,,,
group_481,,hypothetical protein,1,1,1.0,1,818,,,,1524,1524,1524.0,,,,,,,GCKDAGAE_01614,,,,,,,,
group_480,,hypothetical protein,1,1,1.0,1,816,,,,567,567,567.0,,GFDNPGNJ_00453,,,,,,,,,,,,,
group_479,,hypothetical protein,1,1,1.0,1,815,,,,1527,1527,1527.0,,,,,,,,,,,,,,,LAOJDNKF_00144
group_478,,hypothetical protein,1,1,1.0,1,814,,,,1527,1527,1527.0,,,,,,,,,,,,,ICLGGANE_01391,,
group_475,,hypothetical protein,1,1,1.0,1,811,,,,570,570,570.0,,,,,,,,,,,,,,PAGOGBDJ_00912,
group_474,yhaI_2,Inner membrane protein YhaI,1,1,1.0,1,810,,,,570,570,570.0,,,,,,,,,,,,,ICLGGANE_00187,,
group_473,,hypothetical protein,1,1,1.0,1,809,,,,570,570,570.0,,,,,,,,,,,BBFLPEJG_01430,,,,
group_472,,hypothetical protein,1,1,1.0,1,807,,,,570,570,570.0,,,,,,,,,,,,,ICLGGANE_00041,,
group_471,,hypothetical protein,1,1,1.0,1,805,,,,570,570,570.0,,,,,,,,,,HCNBPFHJ_01382,,,,,
group_469,,putative type I restriction enzymeP M protein,1,1,1.0,1,801,,,,1533,1533,1533.0,,,,,,POEAOIBB_00176,,,,,,,,,
group_468,,hypothetical protein,1,1,1.0,1,800,,,,570,570,570.0,,,,,,,,PDIMPFPI_01711,,,,,,,
group_466,,hypothetical protein,1,1,1.0,1,795,,,,570,570,570.0,,,,,,POEAOIBB_01155,,,,,,,,,
group_464,,hypothetical protein,1,1,1.0,1,793,,,,1539,1539,1539.0,,,,,,,,,,,,,ICLGGANE_00086,,
group_463,,hypothetical protein,1,1,1.0,1,792,,,,1539,1539,1539.0,,,,,,,,,,,BBFLPEJG_00067,,,,
upaG_4,upaG_4,Autotransporter adhesin UpaG,1,1,1.0,1,791,,,,1539,1539,1539.0,,,,,,,,,AGBEICAE_01626,,,,,,
stkP,stkP,Serine/threonine-protein kinase StkP,1,1,1.0,1,789,,,,1542,1542,1542.0,,,,,,,,,,,BBFLPEJG_01160,,,,
group_460,,hypothetical protein,1,1,1.0,1,785,,,,252,252,252.0,,,,,,,,,,HCNBPFHJ_01388,,,,,
group_459,clcA_2,H(+)/Cl(-) exchange transporter ClcA,1,1,1.0,1,784,,,,1548,1548,1548.0,,,,,,,,,,,,,ICLGGANE_01845,,
clcA_2,clcA_2,H(+)/Cl(-) exchange transporter ClcA,1,1,1.0,1,783,,,,1548,1548,1548.0,,,,,,,GCKDAGAE_01555,,,,,,,,
group_458,,hypothetical protein,1,1,1.0,1,782,,,,570,570,570.0,,GFDNPGNJ_00332,,,,,,,,,,,,,
group_455,,hypothetical protein,1,1,1.0,1,779,,,,573,573,573.0,,,,,,,,,,,,,,PAGOGBDJ_00543,
group_454,,hypothetical protein,1,1,1.0,1,778,,,,1554,1554,1554.0,,,,,,,,,,,,,ICLGGANE_01683,,
group_452,,hypothetical protein,1,1,1.0,1,775,,,,573,573,573.0,,,,,,,,,,,,,ICLGGANE_00470,,
gmhA1_1,gmhA1_1,Phosphoheptose isomerase 1,1,1,1.0,1,774,,,,573,573,573.0,,,,,,,,,,,,,ICLGGANE_00029,,
group_451,,hypothetical protein,1,1,1.0,1,773,,,,1554,1554,1554.0,,,,,,,GCKDAGAE_01689,,,,,,,,
group_450,,hypothetical protein,1,1,1.0,1,770,,,,573,573,573.0,,,,,,,,,AGBEICAE_01059,,,,,,
group_449,,hypothetical protein,1,1,1.0,1,768,,,,573,573,573.0,,,,,,,,PDIMPFPI_01021,,,,,,,
group_447,,hypothetical protein,1,1,1.0,1,766,,,,573,573,573.0,,,,AMGBDAFE_01783,,,,,,,,,,,
group_446,,hypothetical protein,1,1,1.0,1,765,,,,1557,1557,1557.0,,,,,,,,,,,,,,PAGOGBDJ_00570,
ddpA_2,ddpA_2,putative DD-dipeptide-binding periplasmic protein DdpA,1,1,1.0,1,761,,,,1557,1557,1557.0,,,BFBCFGIC_01602,,,,,,,,,,,,
group_443,,hypothetical protein,1,1,1.0,1,760,,,,573,573,573.0,,GFDNPGNJ_00963,,,,,,,,,,,,,
group_442,btaE_2,Autotransporter adhesin BtaE,1,1,1.0,1,759,,,,1560,1560,1560.0,,,,,,,,,,,,,,PAGOGBDJ_00545,
group_441,,hypothetical protein,1,1,1.0,1,758,,,,576,576,576.0,,,,,,,,,,,,,ICLGGANE_01703,,
ydeA,ydeA,putative protease YdeA,1,1,1.0,1,757,,,,576,576,576.0,,,,,,,,,AGBEICAE_00591,,,,,,
sir_1,sir_1,Sulfite reductase [ferredoxin],1,1,1.0,1,753,,,,1566,1566,1566.0,,,,,,,,,,,,,ICLGGANE_00320,,
group_440,,hypothetical protein,1,1,1.0,1,752,,,,576,576,576.0,,,,,,,,PDIMPFPI_01745,,,,,,,
group_439,,hypothetical protein,1,1,1.0,1,751,,,,576,576,576.0,,,,,,,,PDIMPFPI_01744,,,,,,,
group_438,,hypothetical protein,1,1,1.0,1,750,,,,576,576,576.0,,,,,,,GCKDAGAE_01445,,,,,,,,
group_437,,hypothetical protein,1,1,1.0,1,749,,,,576,576,576.0,,,,,,,GCKDAGAE_01444,,,,,,,,
group_436,,hypothetical protein,1,1,1.0,1,748,,,,576,576,576.0,,,BFBCFGIC_00987,,,,,,,,,,,,
ydiS_3,ydiS_3,Type-2 restriction enzyme BsuMI component YdiS,1,1,1.0,1,745,,,,1575,1575,1575.0,,GFDNPGNJ_01808,,,,,,,,,,,,,
group_433,,hypothetical protein,1,1,1.0,1,743,,,,576,576,576.0,,GFDNPGNJ_00300,,,,,,,,,,,,,
nnr,nnr,Bifunctional NAD(P)H-hydrate repair enzyme Nnr,1,1,1.0,1,742,,,,1581,1581,1581.0,,,,,,,,,,,,,ICLGGANE_01046,,
group_432,,hypothetical protein,1,1,1.0,1,741,,,,1584,1584,1584.0,,,,,,,,,,,BBFLPEJG_01402,,,,
group_430,,hypothetical protein,1,1,1.0,1,738,,,,579,579,579.0,,,,,,,,,,,,,ICLGGANE_01088,,
group_429,,hypothetical protein,1,1,1.0,1,736,,,,1584,1584,1584.0,,,BFBCFGIC_01441,,,,,,,,,,,,
group_427,,hypothetical protein,1,1,1.0,1,734,,,,579,579,579.0,,,,,,,,,,,,,ICLGGANE_00237,,
group_426,,hypothetical protein,1,1,1.0,1,733,,,,255,255,255.0,,GFDNPGNJ_00324,,,,,,,,,,,,,
radD_1,radD_1,Putative DNA repair helicase RadD,1,1,1.0,1,731,,,,1593,1593,1593.0,,,,,,,,PDIMPFPI_01053,,,,,,,
group_425,,hypothetical protein,1,1,1.0,1,729,,,,579,579,579.0,,,,,,,,PDIMPFPI_01721,,,,,,,
group_421,,hypothetical protein,1,1,1.0,1,715,,,,582,582,582.0,,,,,,,,,,,,,,PAGOGBDJ_00948,
group_418,,hypothetical protein,1,1,1.0,1,709,,,,582,582,582.0,,,,,,,,,,HCNBPFHJ_01330,,,,,
group_417,,hypothetical protein,1,1,1.0,1,708,,,,582,582,582.0,,,,,,,,,AGBEICAE_01071,,,,,,
group_416,,hypothetical protein,1,1,1.0,1,707,,,,1605,1605,1605.0,,,,AMGBDAFE_00698,,,,,,,,,,,
group_415,,hypothetical protein,1,1,1.0,1,706,,,,582,582,582.0,,,BFBCFGIC_00024,,,,,,,,,,,,
group_414,,hypothetical protein,1,1,1.0,1,703,,,,1608,1608,1608.0,,,,,,,,,,,,,ICLGGANE_00963,,
group_413,,hypothetical protein,1,1,1.0,1,700,,,,585,585,585.0,,,,,,,,,,HCNBPFHJ_01372,,,,,
group_412,,hypothetical protein,1,1,1.0,1,699,,,,1608,1608,1608.0,,,BFBCFGIC_00817,,,,,,,,,,,,
group_410,,hypothetical protein,1,1,1.0,1,697,,,,1611,1611,1611.0,,,,,,,,,,,BBFLPEJG_01422,,,,
group_409,,hypothetical protein,1,1,1.0,1,695,,,,585,585,585.0,,,,AMGBDAFE_01768,,,,,,,,,,,
group_408,,hypothetical protein,1,1,1.0,1,693,,,,996,996,996.0,,,,,,,,,,,,,,PAGOGBDJ_00895,
group_407,,hypothetical protein,1,1,1.0,1,692,,,,1614,1614,1614.0,,,,,,,,,,,,,ICLGGANE_00224,,
group_405,,hypothetical protein,1,1,1.0,1,690,,,,585,585,585.0,,,BFBCFGIC_00747,,,,,,,,,,,,
group_403,,hypothetical protein,1,1,1.0,1,685,,,,996,996,996.0,,,,,,,,,,,,,ICLGGANE_01102,,
group_401,,hypothetical protein,1,1,1.0,1,683,,,,588,588,588.0,,,,,,,,,,,,,ICLGGANE_00469,,
group_400,,hypothetical protein,1,1,1.0,1,682,,,,588,588,588.0,,,,,,,,,,,,,ICLGGANE_00038,,
group_399,,hypothetical protein,1,1,1.0,1,681,,,,1617,1617,1617.0,,,,,,,,,AGBEICAE_00197,,,,,,
group_397,,hypothetical protein,1,1,1.0,1,679,,,,588,588,588.0,,,,,,,,,AGBEICAE_01061,,,,,,
group_396,,hypothetical protein,1,1,1.0,1,678,,,,588,588,588.0,,,BFBCFGIC_01848,,,,,,,,,,,,
group_395,,hypothetical protein,1,1,1.0,1,676,,,,1620,1620,1620.0,,,,,,,,,AGBEICAE_00662,,,,,,
group_393,,Putative two-component membrane permease complex subunit SMU_747c,1,1,1.0,1,673,,,,1623,1623,1623.0,,,,,,,,,,,,,ICLGGANE_00283,,
hemY,hemY,Protoporphyrinogen oxidase,1,1,1.0,1,668,,,,1626,1626,1626.0,,,,,,,,,,,,,ICLGGANE_00235,,
group_389,,hypothetical protein,1,1,1.0,1,659,,,,591,591,591.0,,,,,,,,PDIMPFPI_01757,,,,,,,
group_385,,hypothetical protein,1,1,1.0,1,654,,,,594,594,594.0,,,,,,,,,,,,,,PAGOGBDJ_00896,
group_383,,hypothetical protein,1,1,1.0,1,651,,,,594,594,594.0,,,,,,,,,,,,,ICLGGANE_01099,,
group_382,,hypothetical protein,1,1,1.0,1,650,,,,594,594,594.0,,,,,,,,,,HCNBPFHJ_01357,,,,,
group_381,,hypothetical protein,1,1,1.0,1,648,,,,594,594,594.0,,,,,,,,PDIMPFPI_00747,,,,,,,
group_380,,hypothetical protein,1,1,1.0,1,647,,,,1644,1644,1644.0,,,,,,,,,,,,,ICLGGANE_01799,,
group_379,,hypothetical protein,1,1,1.0,1,646,,,,594,594,594.0,,,,,,,GCKDAGAE_01552,,,,,,,,
group_378,,hypothetical protein,1,1,1.0,1,644,,,,261,261,261.0,,,,,,,,,,,,,,PAGOGBDJ_00902,
group_377,,hypothetical protein,1,1,1.0,1,642,,,,1644,1644,1644.0,,GFDNPGNJ_00321,,,,,,,,,,,,,
group_376,,hypothetical protein,1,1,1.0,1,640,,,,1650,1650,1650.0,,,,,,,,,,,,,,,LAOJDNKF_00394
group_375,,hypothetical protein,1,1,1.0,1,639,,,,1653,1653,1653.0,,,,,,,,,AGBEICAE_01520,,,,,,
group_374,,hypothetical protein,1,1,1.0,1,637,,,,261,261,261.0,,,,,,,,,,,,,ICLGGANE_00461,,
group_373,,hypothetical protein,1,1,1.0,1,636,,,,597,597,597.0,,,,,,,,,AGBEICAE_02091,,,,,,
group_371,,hypothetical protein,1,1,1.0,1,633,,,,597,597,597.0,,,,,,,,PDIMPFPI_01029,,,,,,,
group_368,,hypothetical protein,1,1,1.0,1,630,,,,597,597,597.0,,,,,,,GCKDAGAE_01958,,,,,,,,
ppsB,ppsB,Plipastatin synthase subunit B,1,1,1.0,1,629,,,,1665,1665,1665.0,,,,,,,,,,,,,ICLGGANE_00107,,
group_367,,hypothetical protein,1,1,1.0,1,628,,,,597,597,597.0,,,,,,,GCKDAGAE_00448,,,,,,,,
group_364,,hypothetical protein,1,1,1.0,1,625,,,,261,261,261.0,,,,,,,,,,,BBFLPEJG_01159,,,,
apc1,apc1,Acetophenone carboxylase alpha subunit,1,1,1.0,1,624,,,,1668,1668,1668.0,,,,,,,,,,,,,ICLGGANE_00444,,
group_363,rnhA,Ribonuclease H,1,1,1.0,1,623,,,,600,600,600.0,,,,,,,,,,,,,ICLGGANE_00669,,
group_362,,hypothetical protein,1,1,1.0,1,622,,,,1674,1674,1674.0,,,,,,,,,,,,,,PAGOGBDJ_00549,
group_361,,hypothetical protein,1,1,1.0,1,620,,,,600,600,600.0,,,,,,,,,,,,,ICLGGANE_01126,,
cysN,cysN,Sulfate adenylyltransferase subunit 1,1,1,1.0,1,619,,,,1674,1674,1674.0,,,,,,,,,,,,,ICLGGANE_00329,,
group_360,,hypothetical protein,1,1,1.0,1,618,,,,600,600,600.0,,,,,,,,,,,,,ICLGGANE_00228,,
group_359,,hypothetical protein,1,1,1.0,1,617,,,,1677,1677,1677.0,,,,,,,,PDIMPFPI_00146,,,,,,,
group_358,,hypothetical protein,1,1,1.0,1,614,,,,600,600,600.0,,,,,,,,,,,,,ICLGGANE_00196,,
group_355,,hypothetical protein,1,1,1.0,1,609,,,,1689,1689,1689.0,,,,,,,GCKDAGAE_01671,,,,,,,,
tilS,tilS,tRNA(Ile)-lysidine synthase,1,1,1.0,1,608,,,,999,999,999.0,,,,,,,,,,,,,ICLGGANE_00516,,
group_353,,hypothetical protein,1,1,1.0,1,606,,,,1692,1692,1692.0,,,,,,,GCKDAGAE_01690,,,,,,,,
group_352,recF_2,DNA replication and repair protein RecF,1,1,1.0,1,605,,,,1692,1692,1692.0,,,,,,POEAOIBB_00941,,,,,,,,,
shlB_2,shlB_2,Hemolysin transporter protein ShlB,1,1,1.0,1,604,,,,1698,1698,1698.0,,,,,,,,,,,,,ICLGGANE_01651,,
ssuC_1,ssuC_1,Putative aliphatic sulfonates transport permease protein SsuC,1,1,1.0,1,603,,,,600,600,600.0,,,BFBCFGIC_00386,,,,,,,,,,,,
group_351,shlB,Hemolysin transporter protein ShlB,1,1,1.0,1,602,,,,1698,1698,1698.0,,,,,,,,,AGBEICAE_00664,,,,,,
aprA,aprA,Adenylylsulfate reductase subunit alpha,1,1,1.0,1,599,,,,1701,1701,1701.0,,,,,,,,,,,,,ICLGGANE_00326,,
group_349,,hypothetical protein,1,1,1.0,1,597,,,,1707,1707,1707.0,,,,,,,,,,,,,,,LAOJDNKF_00602
